Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDS28,8.18,Regular,0.082529704,Frozen Foods,56.96,OUT049,1999,Medium,Tier 1,Supermarket Type1,744.36
FDW49,19.5,Low Fat,0.082552214,Canned,179.8,OUT046,1997,Small,Tier 1,Supermarket Type1,716.4
FDP33,18.7,Low Fat,0.089272253,Snack Foods,254.77,OUT046,1997,Small,Tier 1,Supermarket Type1,5113.34
FDJ03,12.35,Regular,0.072541731,Dairy,48.57,OUT045,2002,Small,Tier 2,Supermarket Type1,886.85
FDQ51,16,Regular,0.017536671,Meat,45.57,OUT013,1987,High,Tier 3,Supermarket Type1,1039.98
DRK23,8.395,Low Fat,0.072088552,Hard Drinks,253.7,OUT049,1999,Medium,Tier 1,Supermarket Type1,4554.07
FDU11,4.785,Low Fat,0.092781435,Breads,119.71,OUT045,2002,Small,Tier 2,Supermarket Type1,1807.65
NCK06,5.03,Low Fat,0.008644894,Household,122.68,OUT035,2004,Small,Tier 2,Supermarket Type1,2665.86
FDY09,15.6,Low Fat,0.025342692,Snack Foods,174.31,OUT017,2007,Small,Tier 2,Supermarket Type1,1751.05
NCY18,7.285,Low Fat,0.031145743,Household,173.61,OUT035,2004,Small,Tier 2,Supermarket Type1,2626.58
FDA10,20.35,Low Fat,0,Snack Foods,120.91,OUT049,1999,Medium,Tier 1,Supermarket Type1,1470.09
FDO34,17.7,Low Fat,0.030108283,Snack Foods,165.98,OUT017,2007,Small,Tier 2,Supermarket Type1,4362.32
FDE38,6.52,Low Fat,0.044391149,Canned,164.38,OUT027,1985,Medium,Tier 3,Supermarket Type3,4476.17
FDF40,20.25,Regular,0.022639471,Dairy,248.41,OUT017,2007,Small,Tier 2,Supermarket Type1,2241.08
FDY02,8.945,Regular,0,Dairy,264.79,OUT017,2007,Small,Tier 2,Supermarket Type1,4733.84
FDS03,7.825,Low Fat,0.139419417,Meat,66.08,OUT019,1985,Small,Tier 1,Grocery Store,258.33
FDB59,18.25,Low Fat,0.015278899,Snack Foods,199.01,OUT046,1997,Small,Tier 1,Supermarket Type1,3174.53
NCQ42,20.35,Low Fat,0.039329257,Household,127.67,OUT049,1999,Medium,Tier 1,Supermarket Type1,2924.86
FDO15,16.75,Regular,0.008579863,Meat,72.3,OUT049,1999,Medium,Tier 1,Supermarket Type1,960.75
DRN47,12.1,Low Fat,0.028164527,Hard Drinks,178.17,OUT010,1998,Medium,Tier 3,Grocery Store,539.3
FDA03,18.5,Regular,0,Dairy,144.21,OUT035,2004,Small,Tier 2,Supermarket Type1,2041.34
FDA01,15,Regular,0.054367971,Canned,58.59,OUT035,2004,Small,Tier 2,Supermarket Type1,996.04
FDB38,19.5,Regular,0.0273467,Canned,158.99,OUT046,1997,Small,Tier 1,Supermarket Type1,1757.71
FDT59,13.65,Low Fat,0.016001434,Breads,230.67,OUT017,2007,Small,Tier 2,Supermarket Type1,1842.93
FDG08,13.15,Regular,0.165328057,Fruits and Vegetables,170.68,OUT035,2004,Small,Tier 2,Supermarket Type1,3435.53
FDV56,16.1,Regular,0.013529884,Fruits and Vegetables,106.26,OUT027,1985,Medium,Tier 3,Supermarket Type3,1402.17
FDY26,20.6,Regular,0.030510526,Dairy,211.42,OUT046,1997,Small,Tier 1,Supermarket Type1,7833.8
DRE13,6.28,Low Fat,0.027699863,Soft Drinks,87.92,OUT035,2004,Small,Tier 2,Supermarket Type1,1221.08
FDE51,5.925,Regular,0.09646733,Dairy,42.81,OUT046,1997,Small,Tier 1,Supermarket Type1,669.13
FDL40,17.7,Low Fat,0.011636708,Frozen Foods,94.54,OUT045,2002,Small,Tier 2,Supermarket Type1,1061.95
FDD50,18.85,Low Fat,0.141642219,Canned,168.11,OUT046,1997,Small,Tier 1,Supermarket Type1,2874.92
FDC04,15.6,Low Fat,0.044767801,Dairy,241.89,OUT027,1985,Medium,Tier 3,Supermarket Type3,4592.02
FDN15,17.5,Low Fat,0.028009382,Meat,141.72,OUT010,1998,Medium,Tier 3,Grocery Store,419.45
FDC46,17.7,Low Fat,0.1164455,Snack Foods,182.83,OUT013,1987,High,Tier 3,Supermarket Type1,5163.94
FDV56,16.1,Regular,0.013584408,Fruits and Vegetables,107.76,OUT013,1987,High,Tier 3,Supermarket Type1,323.58
FDK43,9.8,Low Fat,0.026950104,Meat,128.4,OUT018,2009,Medium,Tier 3,Supermarket Type2,1265.02
NCR29,7.565,Low Fat,0.054751689,Health and Hygiene,54.79,OUT045,2002,Small,Tier 2,Supermarket Type1,622.52
FDY03,17.6,Regular,0.076121831,Meat,111.72,OUT046,1997,Small,Tier 1,Supermarket Type1,1125.2
FDU44,12.15,Regular,0.058516562,Fruits and Vegetables,164.16,OUT049,1999,Medium,Tier 1,Supermarket Type1,5198.57
FDZ04,9.31,Low Fat,0.037923509,Frozen Foods,61.65,OUT013,1987,High,Tier 3,Supermarket Type1,379.51
FDU16,19.25,Regular,0.058365706,Frozen Foods,82.19,OUT049,1999,Medium,Tier 1,Supermarket Type1,2432.83
FDV07,9.5,Low Fat,0.031346387,Fruits and Vegetables,110.72,OUT045,2002,Small,Tier 2,Supermarket Type1,1657.84
NCL19,15.35,Low Fat,0.015663185,Others,143.95,OUT013,1987,High,Tier 3,Supermarket Type1,3006.09
FDW01,14.5,Low Fat,0.063750302,Canned,153.47,OUT027,1985,Medium,Tier 3,Supermarket Type3,2287.02
FDC10,9.8,Regular,0.07252476,Snack Foods,120.31,OUT027,1985,Medium,Tier 3,Supermarket Type3,1687.14
DRC12,17.85,Low Fat,0.038040837,Soft Drinks,189.12,OUT017,2007,Small,Tier 2,Supermarket Type1,3237.12
DRK39,7.02,Low Fat,0.049823902,Dairy,82.23,OUT013,1987,High,Tier 3,Supermarket Type1,2746.43
FDG24,7.975,Low Fat,0.014560297,Baking Goods,81.43,OUT027,1985,Medium,Tier 3,Supermarket Type3,1331.6
FDO04,16.6,Low Fat,0.026408698,Frozen Foods,53.26,OUT027,1985,Medium,Tier 3,Supermarket Type3,607.88
DRB25,12.3,Low Fat,0.069446588,Soft Drinks,106.39,OUT035,2004,Small,Tier 2,Supermarket Type1,857.55
FDK26,5.46,Regular,0.03217132,Canned,184.82,OUT035,2004,Small,Tier 2,Supermarket Type1,4287.75
FDM52,15.1,Low Fat,0.026046138,Frozen Foods,147.21,OUT045,2002,Small,Tier 2,Supermarket Type1,1773.69
FDY07,11.8,Low Fat,0.121848436,Fruits and Vegetables,46.84,OUT045,2002,Small,Tier 2,Supermarket Type1,597.22
NCO06,19.25,Low Fat,0.108470504,Household,33.46,OUT018,2009,Medium,Tier 3,Supermarket Type2,441.43
FDO10,13.65,Regular,0,Snack Foods,55.86,OUT045,2002,Small,Tier 2,Supermarket Type1,1431.47
FDK34,13.35,Low Fat,0.038494623,Snack Foods,240.26,OUT013,1987,High,Tier 3,Supermarket Type1,2860.28
FDS33,6.67,Regular,0.122830885,Snack Foods,86.95,OUT027,1985,Medium,Tier 3,Supermarket Type3,3364.95
FDO45,13.15,Regular,0.038029746,Snack Foods,88.69,OUT045,2002,Small,Tier 2,Supermarket Type1,1757.71
FDF08,14.3,Regular,0.065207559,Fruits and Vegetables,89.89,OUT046,1997,Small,Tier 1,Supermarket Type1,966.74
FDH58,12.3,Low Fat,0.037014587,Snack Foods,115.18,OUT045,2002,Small,Tier 2,Supermarket Type1,1958.12
FDS03,7.825,Low Fat,0.133281968,Meat,63.28,OUT010,1998,Medium,Tier 3,Grocery Store,129.17
DRF03,19.1,Low Fat,0.045299563,Dairy,38.81,OUT035,2004,Small,Tier 2,Supermarket Type1,365.52
FDE02,8.71,Low Fat,0.121149472,Canned,93.78,OUT013,1987,High,Tier 3,Supermarket Type1,1783.68
NCZ06,19.6,Low Fat,0.094083303,Household,252.27,OUT013,1987,High,Tier 3,Supermarket Type1,2790.37
FDW49,19.5,Low Fat,0,Canned,179.3,OUT049,1999,Medium,Tier 1,Supermarket Type1,2328.3
FDR23,15.85,Low Fat,0,Breads,174.74,OUT017,2007,Small,Tier 2,Supermarket Type1,2822.99
NCJ29,10.6,Low Fat,0.035022503,Health and Hygiene,85.12,OUT027,1985,Medium,Tier 3,Supermarket Type3,2045.34
FDY35,17.6,Regular,0.016060186,Breads,47.24,OUT045,2002,Small,Tier 2,Supermarket Type1,505.34
FDZ01,8.975,Regular,0.009014978,Canned,102.7,OUT027,1985,Medium,Tier 3,Supermarket Type3,3095.97
FDX19,19.1,Low Fat,0.096733815,Fruits and Vegetables,233.2,OUT046,1997,Small,Tier 1,Supermarket Type1,5141.31
FDG44,6.13,Low Fat,0.102607233,Fruits and Vegetables,54.03,OUT018,2009,Medium,Tier 3,Supermarket Type2,808.95
FDQ23,6.55,Low Fat,0.024521191,Breads,100.63,OUT035,2004,Small,Tier 2,Supermarket Type1,2665.86
FDY22,16.5,Regular,0.160624116,Snack Foods,143.81,OUT017,2007,Small,Tier 2,Supermarket Type1,2588.63
NCN41,17,Low Fat,0.052165855,Health and Hygiene,125.07,OUT013,1987,High,Tier 3,Supermarket Type1,1108.56
FDA47,10.5,Regular,0,Baking Goods,162.42,OUT045,2002,Small,Tier 2,Supermarket Type1,1304.97
NCD19,8.93,Low Fat,0,Household,55.46,OUT045,2002,Small,Tier 2,Supermarket Type1,331.57
FDO36,19.7,Low Fat,0.07753654,Baking Goods,180.87,OUT027,1985,Medium,Tier 3,Supermarket Type3,3235.79
FDH20,16.1,Regular,0.024928351,Fruits and Vegetables,95.14,OUT013,1987,High,Tier 3,Supermarket Type1,3089.31
FDN12,15.6,Low Fat,0.08071118,Baking Goods,113.15,OUT027,1985,Medium,Tier 3,Supermarket Type3,3355.63
NCJ30,5.82,Low Fat,0.080968973,Household,171.38,OUT018,2009,Medium,Tier 3,Supermarket Type2,2037.35
FDB09,16.25,Low Fat,0.057485328,Fruits and Vegetables,126.2,OUT049,1999,Medium,Tier 1,Supermarket Type1,1867.57
FDA09,13.35,Regular,0.149669322,Snack Foods,180.27,OUT045,2002,Small,Tier 2,Supermarket Type1,898.83
FDL24,10.3,Regular,0.024776026,Baking Goods,172.34,OUT027,1985,Medium,Tier 3,Supermarket Type3,7759.9
FDP03,5.15,Regular,0.061165512,Meat,125.64,OUT035,2004,Small,Tier 2,Supermarket Type1,2848.29
FDR58,6.675,Low Fat,0.041718456,Snack Foods,94.55,OUT027,1985,Medium,Tier 3,Supermarket Type3,2868.93
FDO13,7.865,Low Fat,0.06100886,Breakfast,166.05,OUT013,1987,High,Tier 3,Supermarket Type1,3617.96
DRD49,9.895,Low Fat,0.167799329,Soft Drinks,239.46,OUT035,2004,Small,Tier 2,Supermarket Type1,5243.84
NCF42,17.35,Low Fat,0.167351411,Household,176.07,OUT035,2004,Small,Tier 2,Supermarket Type1,2109.25
DRK35,8.365,Low Fat,0.071832909,Hard Drinks,36.15,OUT035,2004,Small,Tier 2,Supermarket Type1,721.06
FDR58,6.675,Low Fat,0.041886576,Snack Foods,92.15,OUT013,1987,High,Tier 3,Supermarket Type1,1203.1
FDQ15,20.35,Regular,0.150341867,Meat,83.13,OUT027,1985,Medium,Tier 3,Supermarket Type3,1868.23
NCP50,17.35,Low Fat,0.020542737,Others,80.56,OUT013,1987,High,Tier 3,Supermarket Type1,322.25
FDV45,16.75,Low Fat,0.045047439,Snack Foods,186.46,OUT046,1997,Small,Tier 1,Supermarket Type1,3942.87
DRP35,18.85,Low Fat,0.091008572,Hard Drinks,129.63,OUT049,1999,Medium,Tier 1,Supermarket Type1,3195.84
FDN23,6.575,Regular,0.07549348,Breads,143.54,OUT035,2004,Small,Tier 2,Supermarket Type1,3338.32
FDS44,12.65,Regular,0.156286566,Fruits and Vegetables,238.95,OUT049,1999,Medium,Tier 1,Supermarket Type1,4086.01
NCI54,15.2,Low Fat,0.033735909,Household,110.99,OUT018,2009,Medium,Tier 3,Supermarket Type2,1856.25
FDH40,11.6,Regular,0.078547351,Frozen Foods,79.33,OUT027,1985,Medium,Tier 3,Supermarket Type3,1380.87
FDF46,7.07,Low Fat,0.093653464,Snack Foods,113.38,OUT035,2004,Small,Tier 2,Supermarket Type1,1267.02
FDA21,13.65,Low Fat,0.036107198,Snack Foods,184.49,OUT018,2009,Medium,Tier 3,Supermarket Type2,5182.59
FDI41,18.5,Regular,0.109003832,Frozen Foods,145.24,OUT019,1985,Small,Tier 1,Grocery Store,147.14
FDE35,7.06,Regular,0.073480266,Starchy Foods,58.89,OUT010,1998,Medium,Tier 3,Grocery Store,58.59
DRJ24,11.8,Low Fat,0.113234914,Soft Drinks,186.39,OUT013,1987,High,Tier 3,Supermarket Type1,5367.68
NCK17,11,Low Fat,0.037711338,Health and Hygiene,41.55,OUT027,1985,Medium,Tier 3,Supermarket Type3,1358.23
FDA15,9.3,Low Fat,0.016054884,Dairy,250.21,OUT045,2002,Small,Tier 2,Supermarket Type1,5976.22
FDD36,13.3,Low Fat,0.021170542,Baking Goods,117.61,OUT027,1985,Medium,Tier 3,Supermarket Type3,2251.74
DRD60,15.7,Low Fat,0.065188619,Soft Drinks,181.16,OUT019,1985,Small,Tier 1,Grocery Store,181.76
FDA46,13.6,Low Fat,0.117537563,Snack Foods,195.41,OUT013,1987,High,Tier 3,Supermarket Type1,5443.58
NCO54,19.5,Low Fat,0.01430324,Household,57.26,OUT045,2002,Small,Tier 2,Supermarket Type1,1547.32
FDL48,19.35,Regular,0.137697119,Baking Goods,47.1,OUT010,1998,Medium,Tier 3,Grocery Store,145.81
NCM19,12.65,Low Fat,0.047008497,Others,112.02,OUT027,1985,Medium,Tier 3,Supermarket Type3,5063.41
FDS31,13.1,Regular,0,Fruits and Vegetables,178.93,OUT049,1999,Medium,Tier 1,Supermarket Type1,3067.34
FDV12,16.7,Regular,0.060863167,Baking Goods,97.64,OUT035,2004,Small,Tier 2,Supermarket Type1,2857.61
FDQ31,5.785,Regular,0,Fruits and Vegetables,87.19,OUT035,2004,Small,Tier 2,Supermarket Type1,1406.17
FDK55,18.5,Low Fat,0.045105407,Meat,89.42,OUT019,1985,Small,Tier 1,Grocery Store,178.43
DRG15,6.13,Low Fat,0.076855207,Dairy,59.35,OUT049,1999,Medium,Tier 1,Supermarket Type1,1470.09
NCR17,9.8,Low Fat,0.024482644,Health and Hygiene,116.25,OUT018,2009,Medium,Tier 3,Supermarket Type2,2896.23
FDV01,19.2,Regular,0,Canned,154.63,OUT027,1985,Medium,Tier 3,Supermarket Type3,6515.52
FDT21,7.42,Low Fat,0.020474913,Snack Foods,248.41,OUT018,2009,Medium,Tier 3,Supermarket Type2,996.04
FDT10,16.7,Regular,0.062044506,Snack Foods,57.46,OUT046,1997,Small,Tier 1,Supermarket Type1,948.1
FDL56,14.1,Low Fat,0.220225608,Fruits and Vegetables,85.62,OUT019,1985,Small,Tier 1,Grocery Store,87.22
FDS49,9,Low Fat,0.079794329,Canned,80.16,OUT017,2007,Small,Tier 2,Supermarket Type1,1178.47
FDT32,19,Regular,0.114916546,Fruits and Vegetables,188.42,OUT019,1985,Small,Tier 1,Grocery Store,565.26
NCX42,6.36,Low Fat,0.00597362,Household,164.55,OUT013,1987,High,Tier 3,Supermarket Type1,2137.88
FDX26,17.7,Low Fat,0.146973462,Dairy,184.13,OUT010,1998,Medium,Tier 3,Grocery Store,547.29
FDN02,16.5,Low Fat,0.07376631,Canned,208.56,OUT013,1987,High,Tier 3,Supermarket Type1,2691.83
FDJ40,13.6,Regular,0.049349121,Frozen Foods,108.69,OUT027,1985,Medium,Tier 3,Supermarket Type3,3057.35
FDU13,8.355,Low Fat,0.328390948,Canned,146.04,OUT019,1985,Small,Tier 1,Grocery Store,588.57
DRE27,11.85,Low Fat,0.13267058,Dairy,96.47,OUT046,1997,Small,Tier 1,Supermarket Type1,978.73
FDS27,10.195,Regular,0.012455787,Meat,197.51,OUT035,2004,Small,Tier 2,Supermarket Type1,2356.93
FDU44,12.15,Regular,0.058142797,Fruits and Vegetables,162.16,OUT027,1985,Medium,Tier 3,Supermarket Type3,3086.65
DRM59,5.88,Low Fat,0.006289291,Hard Drinks,153.3,OUT019,1985,Small,Tier 1,Grocery Store,461.4
FDT08,13.65,Low Fat,0.04929502,Fruits and Vegetables,150.51,OUT049,1999,Medium,Tier 1,Supermarket Type1,2696.49
FDL46,20.35,Low Fat,0.054362695,Snack Foods,117.95,OUT017,2007,Small,Tier 2,Supermarket Type1,1649.85
NCV30,20.2,Low Fat,0.110356797,Household,62.05,OUT010,1998,Medium,Tier 3,Grocery Store,126.5
FDP51,13.85,Regular,0.085274988,Meat,119.61,OUT046,1997,Small,Tier 1,Supermarket Type1,2014.71
FDA51,8.05,Regular,0.164542555,Dairy,112.25,OUT013,1987,High,Tier 3,Supermarket Type1,1707.78
FDM46,7.365,Low Fat,0.160292264,Snack Foods,94.71,OUT045,2002,Small,Tier 2,Supermarket Type1,932.12
FDK02,12.5,Low Fat,0.112859454,Canned,118.34,OUT017,2007,Small,Tier 2,Supermarket Type1,2157.19
FDJ57,7.42,Regular,0.021569566,Seafood,184.86,OUT035,2004,Small,Tier 2,Supermarket Type1,4643.96
FDJ45,17.75,Low Fat,0.073055148,Seafood,33.72,OUT027,1985,Medium,Tier 3,Supermarket Type3,1281
NCB31,6.235,Low Fat,0.119345629,Household,261.99,OUT017,2007,Small,Tier 2,Supermarket Type1,2366.92
FDJ03,12.35,Regular,0.072334667,Dairy,49.17,OUT013,1987,High,Tier 3,Supermarket Type1,886.85
FDT50,6.75,Regular,0.108148913,Dairy,95.68,OUT013,1987,High,Tier 3,Supermarket Type1,958.75
NCY41,16.75,Low Fat,0.07585337,Health and Hygiene,36.85,OUT049,1999,Medium,Tier 1,Supermarket Type1,1150.5
FDJ60,19.35,Regular,0.062655235,Baking Goods,163.32,OUT045,2002,Small,Tier 2,Supermarket Type1,2641.89
FDZ35,9.6,Regular,0.022278477,Breads,102.5,OUT046,1997,Small,Tier 1,Supermarket Type1,1547.99
FDS21,19.85,Regular,0.020961192,Snack Foods,62.02,OUT018,2009,Medium,Tier 3,Supermarket Type2,619.19
FDM52,15.1,Low Fat,0.025993423,Frozen Foods,147.41,OUT046,1997,Small,Tier 1,Supermarket Type1,2808.34
FDQ08,15.7,Regular,0.018838681,Fruits and Vegetables,62.95,OUT027,1985,Medium,Tier 3,Supermarket Type3,2266.38
FDQ56,6.59,Low Fat,0.105577348,Fruits and Vegetables,85.69,OUT035,2004,Small,Tier 2,Supermarket Type1,1929.49
FDS47,16.75,Low Fat,0.129086113,Breads,89.49,OUT049,1999,Medium,Tier 1,Supermarket Type1,1054.63
DRM48,15.2,Low Fat,0.113125627,Soft Drinks,38.68,OUT045,2002,Small,Tier 2,Supermarket Type1,1155.83
FDW46,13,Regular,0.070699313,Snack Foods,65.75,OUT017,2007,Small,Tier 2,Supermarket Type1,1174.47
FDW27,5.86,Regular,0.151467821,Meat,154.13,OUT018,2009,Medium,Tier 3,Supermarket Type2,3412.89
NCQ05,11.395,Low Fat,0.03616416,Health and Hygiene,150.17,OUT010,1998,Medium,Tier 3,Grocery Store,300.94
FDU40,20.85,Low Fat,0.062606583,Frozen Foods,192.25,OUT010,1998,Medium,Tier 3,Grocery Store,387.5
DRE12,4.59,Low Fat,0.0704378,Soft Drinks,112.89,OUT027,1985,Medium,Tier 3,Supermarket Type3,2942.84
FDX35,5.035,Regular,0.079844043,Breads,226.3,OUT013,1987,High,Tier 3,Supermarket Type1,4098.66
FDD51,11.15,Low Fat,0.120139206,Dairy,45.07,OUT049,1999,Medium,Tier 1,Supermarket Type1,452.74
FDY27,6.38,Low Fat,0.032028115,Dairy,178.33,OUT018,2009,Medium,Tier 3,Supermarket Type2,3211.82
NCN06,8.39,Low Fat,0.120497266,Household,162.29,OUT046,1997,Small,Tier 1,Supermarket Type1,2620.59
FDR57,5.675,Regular,0.023492524,Snack Foods,155.53,OUT035,2004,Small,Tier 2,Supermarket Type1,1414.16
FDL32,15.7,Regular,0.122657336,Fruits and Vegetables,110.15,OUT049,1999,Medium,Tier 1,Supermarket Type1,1565.96
FDW46,13,Regular,0.070588037,Snack Foods,65.95,OUT018,2009,Medium,Tier 3,Supermarket Type2,1043.97
NCO17,10,Low Fat,0.073024401,Health and Hygiene,121.84,OUT027,1985,Medium,Tier 3,Supermarket Type3,3115.94
FDR19,13.5,Regular,0.159587755,Fruits and Vegetables,145.31,OUT013,1987,High,Tier 3,Supermarket Type1,729.05
FDJ33,8.895,Regular,0.088821765,Snack Foods,125.17,OUT017,2007,Small,Tier 2,Supermarket Type1,2956.15
FDB15,10.895,Low Fat,0.136810742,Dairy,263.06,OUT046,1997,Small,Tier 1,Supermarket Type1,527.31
FDA52,16.2,Regular,0.128682722,Frozen Foods,178.44,OUT045,2002,Small,Tier 2,Supermarket Type1,1058.62
FDZ08,12.5,Regular,0.109459733,Fruits and Vegetables,84.16,OUT027,1985,Medium,Tier 3,Supermarket Type3,1320.95
FDR27,15.1,Regular,0.096644015,Meat,131.99,OUT017,2007,Small,Tier 2,Supermarket Type1,3047.37
NCK42,7.475,Low Fat,0.013120028,Household,217.62,OUT046,1997,Small,Tier 1,Supermarket Type1,1725.75
FDZ12,9.17,Low Fat,0,Baking Goods,144.85,OUT019,1985,Small,Tier 1,Grocery Store,143.15
FDM60,10.8,Regular,0.048339408,Baking Goods,41.51,OUT018,2009,Medium,Tier 3,Supermarket Type2,446.75
NCI31,20,Low Fat,0.08165845,Others,35.02,OUT018,2009,Medium,Tier 3,Supermarket Type2,585.9
FDX39,14.3,Regular,0.04975339,Meat,210.36,OUT049,1999,Medium,Tier 1,Supermarket Type1,6331.76
NCV05,10.1,Low Fat,0.030379382,Health and Hygiene,153.47,OUT017,2007,Small,Tier 2,Supermarket Type1,1853.59
FDX16,17.85,Low Fat,0.065810045,Frozen Foods,149.1,OUT046,1997,Small,Tier 1,Supermarket Type1,2247.07
DRK12,9.5,Low Fat,0,Soft Drinks,32.89,OUT010,1998,Medium,Tier 3,Grocery Store,33.29
NCA05,20.75,Low Fat,0.025272781,Health and Hygiene,146.67,OUT017,2007,Small,Tier 2,Supermarket Type1,445.42
DRG51,12.1,Low Fat,0.019314961,Dairy,164.65,OUT010,1998,Medium,Tier 3,Grocery Store,657.81
NCR30,20.6,Low Fat,0.071282168,Household,74.47,OUT018,2009,Medium,Tier 3,Supermarket Type2,223.71
NCE31,7.67,Low Fat,0.184843579,Household,33.12,OUT046,1997,Small,Tier 1,Supermarket Type1,727.05
FDM56,16.7,Low Fat,0.122896411,Fruits and Vegetables,111.19,OUT019,1985,Small,Tier 1,Grocery Store,218.38
FDP24,20.6,Low Fat,0.082935004,Baking Goods,119.58,OUT013,1987,High,Tier 3,Supermarket Type1,2665.86
DRM37,15.35,Low Fat,0.161350176,Soft Drinks,196.68,OUT010,1998,Medium,Tier 3,Grocery Store,591.23
FDN56,5.46,Regular,0.106968096,Fruits and Vegetables,142.68,OUT013,1987,High,Tier 3,Supermarket Type1,2311.66
DRE60,9.395,Low Fat,0.159582185,Soft Drinks,224.77,OUT049,1999,Medium,Tier 1,Supermarket Type1,7017.53
FDW49,19.5,Low Fat,0.14453827,Canned,180.6,OUT019,1985,Small,Tier 1,Grocery Store,895.5
FDM20,10,Low Fat,0.038685802,Fruits and Vegetables,243.81,OUT046,1997,Small,Tier 1,Supermarket Type1,4655.27
FDK15,10.8,Low Fat,0.172309903,Meat,98.2,OUT019,1985,Small,Tier 1,Grocery Store,198.41
FDK48,7.445,Low Fat,0.037690731,Baking Goods,73.34,OUT049,1999,Medium,Tier 1,Supermarket Type1,451.41
FDO49,10.6,Regular,0.05787008,Breakfast,49.7,OUT019,1985,Small,Tier 1,Grocery Store,50.6
FDC09,15.5,Regular,0.026409147,Fruits and Vegetables,102.13,OUT018,2009,Medium,Tier 3,Supermarket Type2,615.2
NCZ41,19.85,Low Fat,0.064367627,Health and Hygiene,126.17,OUT013,1987,High,Tier 3,Supermarket Type1,876.19
FDP19,11.5,Low Fat,0.173516063,Fruits and Vegetables,128.17,OUT046,1997,Small,Tier 1,Supermarket Type1,2454.14
FDQ24,15.7,Low Fat,0.12898088,Baking Goods,250.47,OUT019,1985,Small,Tier 1,Grocery Store,251.67
DRL11,10.5,Low Fat,0.048115543,Hard Drinks,159.09,OUT045,2002,Small,Tier 2,Supermarket Type1,4102.66
FDO36,19.7,Low Fat,0.077899109,Baking Goods,177.77,OUT035,2004,Small,Tier 2,Supermarket Type1,2696.49
FDF21,10.3,Regular,0.098464979,Fruits and Vegetables,188.65,OUT010,1998,Medium,Tier 3,Grocery Store,189.75
FDU40,20.85,Low Fat,0.037372847,Frozen Foods,192.75,OUT013,1987,High,Tier 3,Supermarket Type1,3099.96
FDS51,13.35,Low Fat,0.032230526,Meat,61.42,OUT049,1999,Medium,Tier 1,Supermarket Type1,743.03
FDE45,12.1,Low Fat,0.040357315,Fruits and Vegetables,177.8,OUT046,1997,Small,Tier 1,Supermarket Type1,1611.9
FDX50,20.1,Low Fat,0.07461309,Dairy,108.72,OUT035,2004,Small,Tier 2,Supermarket Type1,1215.75
NCN14,19.1,Low Fat,0.160936178,Others,184.26,OUT019,1985,Small,Tier 1,Grocery Store,367.52
FDQ21,21.25,Low Fat,0.019502354,Snack Foods,120.88,OUT018,2009,Medium,Tier 3,Supermarket Type2,3150.57
FDV57,15.25,Regular,0.065577449,Snack Foods,181.77,OUT027,1985,Medium,Tier 3,Supermarket Type3,7370.41
FDB44,6.655,Low Fat,0.016944719,Fruits and Vegetables,209.26,OUT013,1987,High,Tier 3,Supermarket Type1,2954.82
FDG52,13.65,Low Fat,0.065576228,Frozen Foods,47.74,OUT013,1987,High,Tier 3,Supermarket Type1,643.16
FDL38,13.8,Regular,0.02579577,Canned,88.42,OUT019,1985,Small,Tier 1,Grocery Store,89.22
NCS54,13.6,Low Fat,0.010008699,Household,176.74,OUT049,1999,Medium,Tier 1,Supermarket Type1,4940.24
DRL37,15.5,Low Fat,0.053362086,Soft Drinks,41.58,OUT035,2004,Small,Tier 2,Supermarket Type1,735.71
FDA43,10.895,Low Fat,0.064621927,Fruits and Vegetables,196.68,OUT013,1987,High,Tier 3,Supermarket Type1,1170.48
FDZ39,19.7,Regular,0.018126724,Meat,101.8,OUT017,2007,Small,Tier 2,Supermarket Type1,1135.19
FDG45,8.1,Low Fat,0,Fruits and Vegetables,211.89,OUT018,2009,Medium,Tier 3,Supermarket Type2,3823.02
FDH10,21,Low Fat,0.049263979,Snack Foods,195.05,OUT013,1987,High,Tier 3,Supermarket Type1,1549.98
FDO10,13.65,Regular,0.021343732,Snack Foods,58.36,OUT010,1998,Medium,Tier 3,Grocery Store,114.52
FDS35,9.3,Low Fat,0.110681931,Breads,63.28,OUT027,1985,Medium,Tier 3,Supermarket Type3,1033.32
FDI41,18.5,Regular,0.061955439,Frozen Foods,145.14,OUT027,1985,Medium,Tier 3,Supermarket Type3,4561.4
FDN21,18.6,Low Fat,0.076483451,Snack Foods,163.12,OUT027,1985,Medium,Tier 3,Supermarket Type3,2416.85
NCO18,13.15,Low Fat,0.024701262,Household,176.87,OUT045,2002,Small,Tier 2,Supermarket Type1,2133.22
FDB34,15.25,Low Fat,0.02671821,Snack Foods,85.22,OUT018,2009,Medium,Tier 3,Supermarket Type2,1482.74
FDD05,19.35,Low Fat,0.016597651,Frozen Foods,121.51,OUT013,1987,High,Tier 3,Supermarket Type1,2892.24
FDX59,10.195,Low Fat,0.0514111,Breads,33.06,OUT027,1985,Medium,Tier 3,Supermarket Type3,984.72
FDZ23,17.75,Regular,0.112985849,Baking Goods,185.42,OUT010,1998,Medium,Tier 3,Grocery Store,745.7
